id_genesynonym;id_ENSEMBL;name_genesynonym
ENSG00000162433_AK3L2;ENSG00000162433;AK3L2
ENSG00000142208_AKT;ENSG00000142208;AKT
ENSG00000142208_CWS6;ENSG00000142208;CWS6
ENSG00000142208_PKB;ENSG00000142208;PKB
ENSG00000142208_PKB-ALPHA;ENSG00000142208;PKB-ALPHA
ENSG00000142208_PRKBA;ENSG00000142208;PRKBA
ENSG00000142208_RAC;ENSG00000142208;RAC
ENSG00000142208_RAC-ALPHA;ENSG00000142208;RAC-ALPHA
ENSG00000105221_HIHGHH;ENSG00000105221;HIHGHH
ENSG00000105221_PKBB;ENSG00000105221;PKBB
ENSG00000105221_PKBBETA;ENSG00000105221;PKBBETA
ENSG00000105221_PRKBB;ENSG00000105221;PRKBB
ENSG00000105221_RAC-BETA;ENSG00000105221;RAC-BETA
ENSG00000148218_ALADH;ENSG00000148218;ALADH
ENSG00000148218_PBGS;ENSG00000148218;PBGS
ENSG00000023330_ALAS;ENSG00000023330;ALAS
ENSG00000023330_ALAS-H;ENSG00000023330;ALAS-H
ENSG00000023330_ALAS3;ENSG00000023330;ALAS3
ENSG00000023330_ALASH;ENSG00000023330;ALASH
ENSG00000023330_MIG4;ENSG00000023330;MIG4
ENSG00000158578_ALAS-E;ENSG00000158578;ALAS-E
ENSG00000158578_ALASE;ENSG00000158578;ALASE
ENSG00000158578_ANH1;ENSG00000158578;ANH1
ENSG00000158578_ASB;ENSG00000158578;ASB
ENSG00000158578_SIDBA1;ENSG00000158578;SIDBA1
ENSG00000158578_XLDPP;ENSG00000158578;XLDPP
ENSG00000158578_XLEPP;ENSG00000158578;XLEPP
ENSG00000158578_XLSA;ENSG00000158578;XLSA
ENSG00000163631_HSA;ENSG00000163631;HSA
ENSG00000163631_PRO0883;ENSG00000163631;PRO0883
ENSG00000163631_PRO0903;ENSG00000163631;PRO0903
ENSG00000163631_PRO1341;ENSG00000163631;PRO1341
ENSG00000170017_CD166;ENSG00000170017;CD166
ENSG00000170017_MEMD;ENSG00000170017;MEMD
ENSG00000101986_ABC42;ENSG00000101986;ABC42
ENSG00000101986_ALD;ENSG00000101986;ALD
ENSG00000101986_ALDP;ENSG00000101986;ALDP
ENSG00000101986_AMN;ENSG00000101986;AMN
ENSG00000165092_ALDC;ENSG00000165092;ALDC
ENSG00000165092_ALDH-E1;ENSG00000165092;ALDH-E1
ENSG00000165092_ALDH1;ENSG00000165092;ALDH1
ENSG00000165092_ALDH11;ENSG00000165092;ALDH11
ENSG00000165092_HEL-9;ENSG00000165092;HEL-9
ENSG00000165092_HEL-S-53e;ENSG00000165092;HEL-S-53e
ENSG00000165092_HEL12;ENSG00000165092;HEL12
ENSG00000165092_PUMB1;ENSG00000165092;PUMB1
ENSG00000165092_RALDH1;ENSG00000165092;RALDH1
ENSG00000111275_ALDH-E2;ENSG00000111275;ALDH-E2
ENSG00000111275_ALDHI;ENSG00000111275;ALDHI
ENSG00000111275_ALDM;ENSG00000111275;ALDM
ENSG00000108602_ALDH3;ENSG00000108602;ALDH3
ENSG00000108602_ALDHIII;ENSG00000108602;ALDHIII
ENSG00000137124_ALDH5;ENSG00000137124;ALDH5
ENSG00000137124_ALDHX;ENSG00000137124;ALDHX
ENSG00000184254_ALDH1A6;ENSG00000184254;ALDH1A6
ENSG00000184254_ALDH6;ENSG00000184254;ALDH6
ENSG00000184254_MCOP8;ENSG00000184254;MCOP8
ENSG00000184254_RALDH3;ENSG00000184254;RALDH3
ENSG00000006534_ALDH4;ENSG00000006534;ALDH4
ENSG00000006534_ALDH7;ENSG00000006534;ALDH7
ENSG00000132746_ALDH8;ENSG00000132746;ALDH8
ENSG00000143149_ALDH4;ENSG00000143149;ALDH4
ENSG00000143149_ALDH7;ENSG00000143149;ALDH7
ENSG00000143149_ALDH9;ENSG00000143149;ALDH9
ENSG00000143149_E3;ENSG00000143149;E3
ENSG00000143149_TMABADH;ENSG00000143149;TMABADH
ENSG00000072210_ALDH10;ENSG00000072210;ALDH10
ENSG00000072210_FALDH;ENSG00000072210;FALDH
ENSG00000072210_SLS;ENSG00000072210;SLS
ENSG00000173208_ABC39;ENSG00000173208;ABC39
ENSG00000173208_ALDL1;ENSG00000173208;ALDL1
ENSG00000173208_ALDR;ENSG00000173208;ALDR
ENSG00000173208_ALDRP;ENSG00000173208;ALDRP
ENSG00000173208_hALDR;ENSG00000173208;hALDR
ENSG00000149925_ALDA;ENSG00000149925;ALDA
ENSG00000149925_GSD12;ENSG00000149925;GSD12
ENSG00000149925_HEL-S-87p;ENSG00000149925;HEL-S-87p
ENSG00000136872_ALDB;ENSG00000136872;ALDB
ENSG00000136872_ALDO2;ENSG00000136872;ALDO2
ENSG00000109107_ALDC;ENSG00000109107;ALDC
ENSG00000085662_ADR;ENSG00000085662;ADR
ENSG00000085662_ALDR1;ENSG00000085662;ALDR1
ENSG00000085662_ALR2;ENSG00000085662;ALR2
ENSG00000085662_AR;ENSG00000085662;AR
ENSG00000171094_CD246;ENSG00000171094;CD246
ENSG00000171094_NBLST3;ENSG00000171094;NBLST3
ENSG00000108839_12-LOX;ENSG00000108839;12-LOX
ENSG00000108839_12S-LOX;ENSG00000108839;12S-LOX
ENSG00000108839_LOG12;ENSG00000108839;LOG12
ENSG00000012779_5-LO;ENSG00000012779;5-LO
ENSG00000012779_5-LOX;ENSG00000012779;5-LOX
ENSG00000012779_5LPG;ENSG00000012779;5LPG
ENSG00000012779_LOG5;ENSG00000012779;LOG5
ENSG00000132965_FLAP;ENSG00000132965;FLAP
ENSG00000179477_12R-LOX;ENSG00000179477;12R-LOX
ENSG00000179477_ARCI2;ENSG00000179477;ARCI2
ENSG00000262943_ALOX12E;ENSG00000262943;ALOX12E
ENSG00000161905_12-LOX;ENSG00000161905;12-LOX
ENSG00000161905_15-LOX;ENSG00000161905;15-LOX
ENSG00000161905_15-LOX-1;ENSG00000161905;15-LOX-1
ENSG00000161905_LOG15;ENSG00000161905;LOG15
ENSG00000179593_15-LOX-2;ENSG00000179593;15-LOX-2
ENSG00000163295_IAP;ENSG00000163295;IAP
ENSG00000162551_AP-TNAP;ENSG00000162551;AP-TNAP
ENSG00000162551_APTNAP;ENSG00000162551;APTNAP
ENSG00000162551_HOPS;ENSG00000162551;HOPS
ENSG00000162551_TNAP;ENSG00000162551;TNAP
ENSG00000162551_TNSALP;ENSG00000162551;TNSALP
ENSG00000163283_ALP;ENSG00000163283;ALP
ENSG00000163283_PALP;ENSG00000163283;PALP
ENSG00000163283_PLAP;ENSG00000163283;PLAP
ENSG00000163283_PLAP-1;ENSG00000163283;PLAP-1
ENSG00000163286_ALPG;ENSG00000163286;ALPG
ENSG00000163286_ALPPL;ENSG00000163286;ALPPL
ENSG00000163286_GCAP;ENSG00000163286;GCAP
ENSG00000156150_FND;ENSG00000156150;FND
ENSG00000156150_FND1;ENSG00000156150;FND1
ENSG00000178522_AI1F;ENSG00000178522;AI1F
ENSG00000106927_A1M;ENSG00000106927;A1M
ENSG00000106927_EDC1;ENSG00000106927;EDC1
ENSG00000106927_HCP;ENSG00000106927;HCP
ENSG00000106927_HI30;ENSG00000106927;HI30
ENSG00000106927_IATIL;ENSG00000106927;IATIL
ENSG00000106927_ITI;ENSG00000106927;ITI
ENSG00000106927_ITIL;ENSG00000106927;ITIL
ENSG00000106927_ITILC;ENSG00000106927;ITILC
ENSG00000106927_UTI;ENSG00000106927;UTI
ENSG00000123505_ADOMETDC;ENSG00000123505;ADOMETDC
ENSG00000123505_AMD;ENSG00000123505;AMD
ENSG00000123505_SAMDC;ENSG00000123505;SAMDC
ENSG00000125363_AI1E;ENSG00000125363;AI1E
ENSG00000125363_AIH1;ENSG00000125363;AIH1
ENSG00000125363_ALGN;ENSG00000125363;ALGN
ENSG00000125363_AMG;ENSG00000125363;AMG
ENSG00000125363_AMGL;ENSG00000125363;AMGL
ENSG00000125363_AMGX;ENSG00000125363;AMGX
ENSG00000099721_AMGL;ENSG00000099721;AMGL
ENSG00000099721_AMGY;ENSG00000099721;AMGY
ENSG00000159461_GP78;ENSG00000159461;GP78
ENSG00000159461_RNF45;ENSG00000159461;RNF45
ENSG00000104899_MIF;ENSG00000104899;MIF
ENSG00000104899_MIS;ENSG00000104899;MIS
ENSG00000135409_AMHR;ENSG00000135409;AMHR
ENSG00000135409_MISR2;ENSG00000135409;MISR2
ENSG00000135409_MISRII;ENSG00000135409;MISRII
ENSG00000135409_MRII;ENSG00000135409;MRII
ENSG00000116748_MAD;ENSG00000116748;MAD
ENSG00000116748_MADA;ENSG00000116748;MADA
ENSG00000116748_MMDD;ENSG00000116748;MMDD
ENSG00000116337_PCH9;ENSG00000116337;PCH9
ENSG00000116337_SPG63;ENSG00000116337;SPG63
ENSG00000078053_AMPH1;ENSG00000078053;AMPH1
ENSG00000136717_AMPH2;ENSG00000136717;AMPH2
ENSG00000136717_AMPHL;ENSG00000136717;AMPHL
ENSG00000136717_CNM2;ENSG00000136717;CNM2
ENSG00000136717_SH3P9;ENSG00000136717;SH3P9
ENSG00000145020_GCE;ENSG00000145020;GCE
ENSG00000145020_GCST;ENSG00000145020;GCST
ENSG00000145020_GCVT;ENSG00000145020;GCVT
ENSG00000145020_NKH;ENSG00000145020;NKH
ENSG00000237763_AMY1;ENSG00000237763;AMY1
ENSG00000174876_AMY1;ENSG00000174876;AMY1
ENSG00000187733_AMY1;ENSG00000187733;AMY1
ENSG00000243480_AMY2;ENSG00000243480;AMY2
ENSG00000243480_PA;ENSG00000243480;PA
ENSG00000240038_AMY2;ENSG00000240038;AMY2
ENSG00000240038_AMY3;ENSG00000240038;AMY3
ENSG00000240038_HXA;ENSG00000240038;HXA
ENSG00000214274_ALS9;ENSG00000214274;ALS9
ENSG00000214274_HEL168;ENSG00000214274;HEL168
ENSG00000214274_RAA1;ENSG00000214274;RAA1
ENSG00000214274_RNASE4;ENSG00000214274;RNASE4
ENSG00000214274_RNASE5;ENSG00000214274;RNASE5
ENSG00000154188_AGP1;ENSG00000154188;AGP1
ENSG00000154188_AGPT;ENSG00000154188;AGPT
ENSG00000154188_ANG1;ENSG00000154188;ANG1
ENSG00000091879_AGPT2;ENSG00000091879;AGPT2
ENSG00000091879_ANG2;ENSG00000091879;ANG2
ENSG00000029534_ANK;ENSG00000029534;ANK
ENSG00000029534_SPH1;ENSG00000029534;SPH1
ENSG00000029534_SPH2;ENSG00000029534;SPH2
ENSG00000145362_ANK-2;ENSG00000145362;ANK-2
ENSG00000145362_LQT4;ENSG00000145362;LQT4
ENSG00000145362_brank-2;ENSG00000145362;brank-2
ENSG00000151150_ANKYRIN-G;ENSG00000151150;ANKYRIN-G
ENSG00000151150_MRT37;ENSG00000151150;MRT37
ENSG00000166825_APN;ENSG00000166825;APN
ENSG00000166825_CD13;ENSG00000166825;CD13
ENSG00000166825_GP150;ENSG00000166825;GP150
ENSG00000166825_LAP1;ENSG00000166825;LAP1
ENSG00000166825_P150;ENSG00000166825;P150
ENSG00000166825_PEPN;ENSG00000166825;PEPN
ENSG00000151729_AAC1;ENSG00000151729;AAC1
ENSG00000151729_ANT;ENSG00000151729;ANT
ENSG00000151729_ANT 1;ENSG00000151729;ANT 1
ENSG00000151729_ANT1;ENSG00000151729;ANT1
ENSG00000151729_MTDPS12;ENSG00000151729;MTDPS12
ENSG00000151729_MTDPS12A;ENSG00000151729;MTDPS12A
ENSG00000151729_PEO2;ENSG00000151729;PEO2
ENSG00000151729_PEO3;ENSG00000151729;PEO3
ENSG00000151729_PEOA2;ENSG00000151729;PEOA2
ENSG00000151729_T1;ENSG00000151729;T1
ENSG00000005022_2F1;ENSG00000005022;2F1
ENSG00000005022_AAC2;ENSG00000005022;AAC2
ENSG00000005022_ANT2;ENSG00000005022;ANT2
ENSG00000005022_T2;ENSG00000005022;T2
ENSG00000005022_T3;ENSG00000005022;T3
ENSG00000169100_AAC3;ENSG00000169100;AAC3
ENSG00000169100_ANT;ENSG00000169100;ANT
ENSG00000169100_ANT 2;ENSG00000169100;ANT 2
ENSG00000169100_ANT 3;ENSG00000169100;ANT 3
ENSG00000169100_ANT3;ENSG00000169100;ANT3
ENSG00000169100_ANT3Y;ENSG00000169100;ANT3Y
ENSG00000135046_ANX1;ENSG00000135046;ANX1
ENSG00000135046_LPC1;ENSG00000135046;LPC1
ENSG00000182718_ANX2;ENSG00000182718;ANX2
ENSG00000182718_ANX2L4;ENSG00000182718;ANX2L4
ENSG00000182718_CAL1H;ENSG00000182718;CAL1H
ENSG00000182718_HEL-S-270;ENSG00000182718;HEL-S-270
ENSG00000182718_LIP2;ENSG00000182718;LIP2
ENSG00000182718_LPC2;ENSG00000182718;LPC2
ENSG00000182718_LPC2D;ENSG00000182718;LPC2D
ENSG00000182718_P36;ENSG00000182718;P36
ENSG00000182718_PAP-IV;ENSG00000182718;PAP-IV
ENSG00000138772_ANX3;ENSG00000138772;ANX3
ENSG00000196975_ANX4;ENSG00000196975;ANX4
ENSG00000196975_HEL-S-274;ENSG00000196975;HEL-S-274
ENSG00000196975_P32.5;ENSG00000196975;P32.5
ENSG00000196975_PAP-II;ENSG00000196975;PAP-II
ENSG00000196975_PIG28;ENSG00000196975;PIG28
ENSG00000196975_PP4-X;ENSG00000196975;PP4-X
ENSG00000196975_ZAP36;ENSG00000196975;ZAP36
ENSG00000164111_ANX5;ENSG00000164111;ANX5
ENSG00000164111_ENX2;ENSG00000164111;ENX2
ENSG00000164111_HEL-S-7;ENSG00000164111;HEL-S-7
ENSG00000164111_PP4;ENSG00000164111;PP4
ENSG00000164111_RPRGL3;ENSG00000164111;RPRGL3
ENSG00000197043_ANX6;ENSG00000197043;ANX6
ENSG00000197043_CBP68;ENSG00000197043;CBP68
ENSG00000138279_ANX7;ENSG00000138279;ANX7
ENSG00000138279_SNX;ENSG00000138279;SNX
ENSG00000138279_SYNEXIN;ENSG00000138279;SYNEXIN
ENSG00000122359_ANX11;ENSG00000122359;ANX11
ENSG00000122359_CAP-50;ENSG00000122359;CAP-50
ENSG00000122359_CAP50;ENSG00000122359;CAP50
ENSG00000104537_ANX13;ENSG00000104537;ANX13
ENSG00000104537_ISA;ENSG00000104537;ISA
ENSG00000131480_DAO2;ENSG00000131480;DAO2
ENSG00000131480_RAO;ENSG00000131480;RAO
ENSG00000131480_SSAO;ENSG00000131480;SSAO
ENSG00000138356_AO;ENSG00000138356;AO
ENSG00000138356_AOH1;ENSG00000138356;AOH1
ENSG00000120868_APAF-1;ENSG00000120868;APAF-1
ENSG00000120868_CED4;ENSG00000120868;CED4
ENSG00000164978_APAH1;ENSG00000164978;APAH1
ENSG00000175336_Apo-F;ENSG00000175336;Apo-F
ENSG00000175336_LTIP;ENSG00000175336;LTIP
ENSG00000107282_D9S411E;ENSG00000107282;D9S411E
ENSG00000107282_LIN10;ENSG00000107282;LIN10
ENSG00000107282_MINT1;ENSG00000107282;MINT1
ENSG00000107282_X11;ENSG00000107282;X11
ENSG00000107282_X11A;ENSG00000107282;X11A
ENSG00000107282_X11ALPHA;ENSG00000107282;X11ALPHA
ENSG00000034053_D15S1518E;ENSG00000034053;D15S1518E
ENSG00000034053_HsT16821;ENSG00000034053;HsT16821
ENSG00000034053_LIN-10;ENSG00000034053;LIN-10
ENSG00000034053_MGC:14091;ENSG00000034053;MGC:14091
ENSG00000034053_MINT2;ENSG00000034053;MINT2
ENSG00000034053_X11-BETA;ENSG00000034053;X11-BETA
ENSG00000034053_X11L;ENSG00000034053;X11L
ENSG00000166313_FE65;ENSG00000166313;FE65
ENSG00000166313_MGC:9072;ENSG00000166313;MGC:9072
ENSG00000166313_RIR;ENSG00000166313;RIR
ENSG00000163697_FE65L;ENSG00000163697;FE65L
ENSG00000163697_FE65L1;ENSG00000163697;FE65L1
ENSG00000134982_BTPS2;ENSG00000134982;BTPS2
ENSG00000134982_DP2;ENSG00000134982;DP2
ENSG00000134982_DP2.5;ENSG00000134982;DP2.5
ENSG00000134982_DP3;ENSG00000134982;DP3
ENSG00000134982_GS;ENSG00000134982;GS
ENSG00000134982_PPP1R46;ENSG00000134982;PPP1R46
ENSG00000132703_HEL-S-92n;ENSG00000132703;HEL-S-92n
ENSG00000132703_PTX2;ENSG00000132703;PTX2
ENSG00000132703_SAP;ENSG00000132703;SAP
ENSG00000160224_AIRE1;ENSG00000160224;AIRE1
ENSG00000160224_APECED;ENSG00000160224;APECED
ENSG00000160224_APS1;ENSG00000160224;APS1
ENSG00000160224_APSI;ENSG00000160224;APSI
ENSG00000160224_PGA1;ENSG00000160224;PGA1
ENSG00000164062_AARE;ENSG00000164062;AARE
ENSG00000164062_ACPH;ENSG00000164062;ACPH
ENSG00000164062_APH;ENSG00000164062;APH
ENSG00000164062_D3F15S2;ENSG00000164062;D3F15S2
ENSG00000164062_D3S48E;ENSG00000164062;D3S48E
ENSG00000164062_DNF15S2;ENSG00000164062;DNF15S2
ENSG00000164062_OPH;ENSG00000164062;OPH
ENSG00000100823_APE;ENSG00000100823;APE
ENSG00000100823_APE1;ENSG00000100823;APE1
ENSG00000100823_APEN;ENSG00000100823;APEN
ENSG00000100823_APEX;ENSG00000100823;APEX
ENSG00000100823_APX;ENSG00000100823;APX
ENSG00000100823_HAP1;ENSG00000100823;HAP1
ENSG00000100823_REF1;ENSG00000100823;REF1
ENSG00000110330_API1;ENSG00000110330;API1
ENSG00000110330_HIAP2;ENSG00000110330;HIAP2
ENSG00000110330_Hiap-2;ENSG00000110330;Hiap-2
ENSG00000110330_MIHB;ENSG00000110330;MIHB
ENSG00000110330_RNF48;ENSG00000110330;RNF48
ENSG00000110330_c-IAP1;ENSG00000110330;c-IAP1
ENSG00000110330_cIAP1;ENSG00000110330;cIAP1
ENSG00000023445_AIP1;ENSG00000023445;AIP1
ENSG00000023445_API2;ENSG00000023445;API2
ENSG00000023445_CIAP2;ENSG00000023445;CIAP2
ENSG00000023445_HAIP1;ENSG00000023445;HAIP1
ENSG00000023445_HIAP1;ENSG00000023445;HIAP1
ENSG00000023445_MALT2;ENSG00000023445;MALT2
ENSG00000023445_MIHC;ENSG00000023445;MIHC
ENSG00000023445_RNF49;ENSG00000023445;RNF49
ENSG00000023445_c-IAP2;ENSG00000023445;c-IAP2
ENSG00000101966_API3;ENSG00000101966;API3
ENSG00000101966_BIRC4;ENSG00000101966;BIRC4
ENSG00000101966_IAP-3;ENSG00000101966;IAP-3
ENSG00000101966_ILP1;ENSG00000101966;ILP1
ENSG00000101966_MIHA;ENSG00000101966;MIHA
ENSG00000101966_XLP2;ENSG00000101966;XLP2
ENSG00000101966_hIAP-3;ENSG00000101966;hIAP-3
ENSG00000101966_hIAP3;ENSG00000101966;hIAP3
ENSG00000089685_API4;ENSG00000089685;API4
ENSG00000089685_EPR-1;ENSG00000089685;EPR-1
ENSG00000105290_APLP;ENSG00000105290;APLP
ENSG00000084234_APLP-2;ENSG00000084234;APLP-2
ENSG00000084234_APPH;ENSG00000084234;APPH
ENSG00000084234_APPL2;ENSG00000084234;APPL2
ENSG00000084234_CDEBP;ENSG00000084234;CDEBP
ENSG00000118137_apo(a);ENSG00000118137;apo(a)
ENSG00000158874_Apo-AII;ENSG00000158874;Apo-AII
ENSG00000158874_ApoA-II;ENSG00000158874;ApoA-II
ENSG00000158874_apoAII;ENSG00000158874;apoAII
ENSG00000084674_FLDB;ENSG00000084674;FLDB
ENSG00000084674_LDLCQ4;ENSG00000084674;LDLCQ4
ENSG00000084674_apoB-100;ENSG00000084674;apoB-100
ENSG00000084674_apoB-48;ENSG00000084674;apoB-48
ENSG00000111701_APOBEC-1;ENSG00000111701;APOBEC-1
ENSG00000111701_BEDP;ENSG00000111701;BEDP
ENSG00000111701_CDAR1;ENSG00000111701;CDAR1
ENSG00000111701_HEPR;ENSG00000111701;HEPR
ENSG00000130208_Apo-CI;ENSG00000130208;Apo-CI
ENSG00000130208_ApoC-I;ENSG00000130208;ApoC-I
ENSG00000130208_apo-CIB;ENSG00000130208;apo-CIB
ENSG00000130208_apoC-IB;ENSG00000130208;apoC-IB
ENSG00000103375_AQP-8;ENSG00000103375;AQP-8
ENSG00000234906_APO-CII;ENSG00000234906;APO-CII
ENSG00000234906_APOC-II;ENSG00000234906;APOC-II
ENSG00000110245_APOCIII;ENSG00000110245;APOCIII
ENSG00000267467_APO-CIV;ENSG00000267467;APO-CIV
ENSG00000267467_APOC-IV;ENSG00000267467;APOC-IV
ENSG00000130203_AD2;ENSG00000130203;AD2
ENSG00000130203_APO-E;ENSG00000130203;APO-E
ENSG00000130203_ApoE4;ENSG00000130203;ApoE4
ENSG00000130203_LDLCQ5;ENSG00000130203;LDLCQ5
ENSG00000130203_LPG;ENSG00000130203;LPG
ENSG00000091583_B2G1;ENSG00000091583;B2G1
ENSG00000091583_B2GP1;ENSG00000091583;B2GP1
ENSG00000091583_BG;ENSG00000091583;BG
ENSG00000142192_AAA;ENSG00000142192;AAA
ENSG00000142192_ABETA;ENSG00000142192;ABETA
ENSG00000142192_ABPP;ENSG00000142192;ABPP
ENSG00000142192_AD1;ENSG00000142192;AD1
ENSG00000142192_APPI;ENSG00000142192;APPI
ENSG00000142192_CTFgamma;ENSG00000142192;CTFgamma
ENSG00000142192_CVAP;ENSG00000142192;CVAP
ENSG00000142192_PN-II;ENSG00000142192;PN-II
ENSG00000142192_PN2;ENSG00000142192;PN2
ENSG00000142192_preA4;ENSG00000142192;preA4
ENSG00000198931_AMP;ENSG00000198931;AMP
ENSG00000198931_APRTD;ENSG00000198931;APRTD
ENSG00000142515_APS;ENSG00000142515;APS
ENSG00000142515_KLK2A1;ENSG00000142515;KLK2A1
ENSG00000142515_PSA;ENSG00000142515;PSA
ENSG00000142515_hK3;ENSG00000142515;hK3
ENSG00000026103_ALPS1A;ENSG00000026103;ALPS1A
ENSG00000026103_APO-1;ENSG00000026103;APO-1
ENSG00000026103_APT1;ENSG00000026103;APT1
ENSG00000026103_CD95;ENSG00000026103;CD95
ENSG00000026103_FAS1;ENSG00000026103;FAS1
ENSG00000026103_FASTM;ENSG00000026103;FASTM
ENSG00000026103_TNFRSF6;ENSG00000026103;TNFRSF6
ENSG00000117560_ALPS1B;ENSG00000117560;ALPS1B
ENSG00000117560_APT1LG1;ENSG00000117560;APT1LG1
ENSG00000117560_APTL;ENSG00000117560;APTL
ENSG00000117560_CD178;ENSG00000117560;CD178
ENSG00000117560_CD95-L;ENSG00000117560;CD95-L
ENSG00000117560_CD95L;ENSG00000117560;CD95L
ENSG00000117560_FASL;ENSG00000117560;FASL
ENSG00000117560_TNFSF6;ENSG00000117560;TNFSF6
ENSG00000117560_TNLG1A;ENSG00000117560;TNLG1A
ENSG00000146950_APXL;ENSG00000146950;APXL
ENSG00000146950_HSAPXL;ENSG00000146950;HSAPXL
ENSG00000240583_AQP-CHIP;ENSG00000240583;AQP-CHIP
ENSG00000240583_CHIP28;ENSG00000240583;CHIP28
ENSG00000240583_CO;ENSG00000240583;CO
ENSG00000167580_AQP-CD;ENSG00000167580;AQP-CD
ENSG00000167580_WCH-CD;ENSG00000167580;WCH-CD
ENSG00000165272_AQP-3;ENSG00000165272;AQP-3
ENSG00000165272_GIL;ENSG00000165272;GIL
ENSG00000171885_MIWC;ENSG00000171885;MIWC
ENSG00000171885_WCH4;ENSG00000171885;WCH4
ENSG00000161798_AQP-5;ENSG00000161798;AQP-5
ENSG00000161798_PPKB;ENSG00000161798;PPKB
ENSG00000086159_AQP2L;ENSG00000086159;AQP2L
ENSG00000086159_KID;ENSG00000086159;KID
ENSG00000165269_AQP7L;ENSG00000165269;AQP7L
ENSG00000165269_AQPap;ENSG00000165269;AQPap
ENSG00000165269_GLYCQTL;ENSG00000165269;GLYCQTL
ENSG00000103569_AQP-9;ENSG00000103569;AQP-9
ENSG00000103569_HsT17287;ENSG00000103569;HsT17287
ENSG00000103569_SSC1;ENSG00000103569;SSC1
ENSG00000103569_T17287;ENSG00000103569;T17287
ENSG00000169083_AIS;ENSG00000169083;AIS
ENSG00000169083_AR8;ENSG00000169083;AR8
ENSG00000169083_DHTR;ENSG00000169083;DHTR
ENSG00000169083_HUMARA;ENSG00000169083;HUMARA
ENSG00000169083_HYSP1;ENSG00000169083;HYSP1
ENSG00000169083_KD;ENSG00000169083;KD
ENSG00000169083_NR3C4;ENSG00000169083;NR3C4
ENSG00000169083_SBMA;ENSG00000169083;SBMA
ENSG00000169083_SMAX1;ENSG00000169083;SMAX1
ENSG00000169083_TFM;ENSG00000169083;TFM
ENSG00000091262_ABC34;ENSG00000091262;ABC34
ENSG00000091262_ARA;ENSG00000091262;ARA
ENSG00000091262_EST349056;ENSG00000091262;EST349056
ENSG00000091262_GACI2;ENSG00000091262;GACI2
ENSG00000091262_MLP1;ENSG00000091262;MLP1
ENSG00000091262_MOAT-E;ENSG00000091262;MOAT-E
ENSG00000091262_MOATE;ENSG00000091262;MOATE
ENSG00000091262_MRP6;ENSG00000091262;MRP6
ENSG00000091262_PXE;ENSG00000091262;PXE
ENSG00000091262_PXE1;ENSG00000091262;PXE1
ENSG00000091262_URG7;ENSG00000091262;URG7
ENSG00000078061_A-RAF;ENSG00000078061;A-RAF
ENSG00000078061_ARAF1;ENSG00000078061;ARAF1
ENSG00000078061_PKS2;ENSG00000078061;PKS2
ENSG00000078061_RAFA1;ENSG00000078061;RAFA1
ENSG00000095139_COPD;ENSG00000095139;COPD
ENSG00000095139_SRMMD;ENSG00000095139;SRMMD
ENSG00000113595_ARD1;ENSG00000113595;ARD1
ENSG00000113595_ARFD1;ENSG00000113595;ARFD1
ENSG00000113595_RNF46;ENSG00000113595;RNF46
ENSG00000109321_AR;ENSG00000109321;AR
ENSG00000109321_AREGB;ENSG00000109321;AREGB
ENSG00000109321_CRDGF;ENSG00000109321;CRDGF
ENSG00000109321_SDGF;ENSG00000109321;SDGF
ENSG00000168374_ARF2;ENSG00000168374;ARF2
ENSG00000175906_ARF4L;ENSG00000175906;ARF4L
ENSG00000175906_ARL6;ENSG00000175906;ARL6
ENSG00000067560_ARH12;ENSG00000067560;ARH12
ENSG00000067560_ARHA;ENSG00000067560;ARHA
ENSG00000067560_RHO12;ENSG00000067560;RHO12
ENSG00000067560_RHOH12;ENSG00000067560;RHOH12
ENSG00000143878_ARH6;ENSG00000143878;ARH6
ENSG00000143878_ARHB;ENSG00000143878;ARHB
ENSG00000143878_MST081;ENSG00000143878;MST081
ENSG00000143878_MSTP081;ENSG00000143878;MSTP081
ENSG00000143878_RHOH6;ENSG00000143878;RHOH6
ENSG00000155366_ARH9;ENSG00000155366;ARH9
ENSG00000155366_ARHC;ENSG00000155366;ARHC
ENSG00000155366_H9;ENSG00000155366;H9
ENSG00000155366_RHOH9;ENSG00000155366;RHOH9
ENSG00000115963_ARHE;ENSG00000115963;ARHE
ENSG00000115963_Rho8;ENSG00000115963;Rho8
ENSG00000115963_RhoE;ENSG00000115963;RhoE
ENSG00000115963_memB;ENSG00000115963;memB
ENSG00000177105_ARHG;ENSG00000177105;ARHG
ENSG00000175220_CDC42GAP;ENSG00000175220;CDC42GAP
ENSG00000175220_RHOGAP;ENSG00000175220;RHOGAP
ENSG00000175220_RHOGAP1;ENSG00000175220;RHOGAP1
ENSG00000175220_p50rhoGAP;ENSG00000175220;p50rhoGAP
ENSG00000089820_C1;ENSG00000089820;C1
ENSG00000089820_RGC1;ENSG00000089820;RGC1
ENSG00000089820_RhoGAP4;ENSG00000089820;RhoGAP4
ENSG00000089820_SrGAP4;ENSG00000089820;SrGAP4
ENSG00000089820_p115;ENSG00000089820;p115
ENSG00000100852_GFI2;ENSG00000100852;GFI2
ENSG00000100852_RhoGAP5;ENSG00000100852;RhoGAP5
ENSG00000100852_p190-B;ENSG00000100852;p190-B
ENSG00000100852_p190BRhoGAP;ENSG00000100852;p190BRhoGAP
