id_genesynonym;id_ENSEMBL;name_genesynonym
ENSG00000122678_Tdt-N;ENSG00000122678;Tdt-N
ENSG00000143924_C2orf2;ENSG00000143924;C2orf2
ENSG00000143924_ELP120;ENSG00000143924;ELP120
ENSG00000143924_EMAP-4;ENSG00000143924;EMAP-4
ENSG00000143924_EMAPL4;ENSG00000143924;EMAPL4
ENSG00000143924_ROPP120;ENSG00000143924;ROPP120
ENSG00000229027_CECR8;ENSG00000229027;CECR8
ENSG00000229027_HSFYL1;ENSG00000229027;HSFYL1
ENSG00000229027_HSFYP1;ENSG00000229027;HSFYP1
ENSG00000229027_NCRNA00016;ENSG00000229027;NCRNA00016
ENSG00000183307_CECR6;ENSG00000183307;CECR6
ENSG00000069998_CECR5;ENSG00000069998;CECR5
ENSG00000186472_ACZ;ENSG00000186472;ACZ
ENSG00000186472_PCH3;ENSG00000186472;PCH3
ENSG00000167393_NYREN8;ENSG00000167393;NYREN8
ENSG00000167393_PPP2R3L;ENSG00000167393;PPP2R3L
ENSG00000167393_PPP2R3LY;ENSG00000167393;PPP2R3LY
ENSG00000167393_PR48;ENSG00000167393;PR48
ENSG00000167393_PR70;ENSG00000167393;PR70
ENSG00000101187_OATP-E;ENSG00000101187;OATP-E
ENSG00000101187_OATP1;ENSG00000101187;OATP1
ENSG00000101187_OATP4A1;ENSG00000101187;OATP4A1
ENSG00000101187_OATPE;ENSG00000101187;OATPE
ENSG00000101187_OATPRP1;ENSG00000101187;OATPRP1
ENSG00000101187_POAT;ENSG00000101187;POAT
ENSG00000101187_SLC21A12;ENSG00000101187;SLC21A12
ENSG00000176463_OATP-D;ENSG00000176463;OATP-D
ENSG00000176463_OATP-RP3;ENSG00000176463;OATP-RP3
ENSG00000176463_OATP3A1;ENSG00000176463;OATP3A1
ENSG00000176463_OATPD;ENSG00000176463;OATPD
ENSG00000176463_OATPRP3;ENSG00000176463;OATPRP3
ENSG00000176463_SLC21A11;ENSG00000176463;SLC21A11
ENSG00000111700_HBLRR;ENSG00000111700;HBLRR
ENSG00000111700_LST-2;ENSG00000111700;LST-2
ENSG00000111700_LST-3TM13;ENSG00000111700;LST-3TM13
ENSG00000111700_LST3;ENSG00000111700;LST3
ENSG00000111700_OATP-8;ENSG00000111700;OATP-8
ENSG00000111700_OATP1B3;ENSG00000111700;OATP1B3
ENSG00000111700_OATP8;ENSG00000111700;OATP8
ENSG00000111700_SLC21A8;ENSG00000111700;SLC21A8
ENSG00000101542_CDH7L3;ENSG00000101542;CDH7L3
ENSG00000101542_Cdh7;ENSG00000101542;Cdh7
ENSG00000168256_KBRAS2;ENSG00000168256;KBRAS2
ENSG00000168256_kappaB-Ras2;ENSG00000168256;kappaB-Ras2
ENSG00000197885_KBRAS1;ENSG00000197885;KBRAS1
ENSG00000197885_kappaB-Ras1;ENSG00000197885;kappaB-Ras1
ENSG00000071991_CDH7;ENSG00000071991;CDH7
ENSG00000071991_CDH7L2;ENSG00000071991;CDH7L2
ENSG00000198719_DELTA1;ENSG00000198719;DELTA1
ENSG00000198719_DL1;ENSG00000198719;DL1
ENSG00000198719_Delta;ENSG00000198719;Delta
ENSG00000071575_C5FW;ENSG00000071575;C5FW
ENSG00000071575_GS3955;ENSG00000071575;GS3955
ENSG00000071575_TRB2;ENSG00000071575;TRB2
ENSG00000101997_CXorf37;ENSG00000101997;CXorf37
ENSG00000101997_JM1;ENSG00000101997;JM1
ENSG00000101997_RTSC2;ENSG00000101997;RTSC2
ENSG00000088320_GD:REM;ENSG00000088320;GD:REM
ENSG00000088320_GES;ENSG00000088320;GES
ENSG00000182108_MYLE;ENSG00000182108;MYLE
ENSG00000116586_ENDAP;ENSG00000116586;ENDAP
ENSG00000116586_HSPC003;ENSG00000116586;HSPC003
ENSG00000116586_MAPBPIP;ENSG00000116586;MAPBPIP
ENSG00000116586_MAPKSP1AP;ENSG00000116586;MAPKSP1AP
ENSG00000116586_ROBLD3;ENSG00000116586;ROBLD3
ENSG00000116586_Ragulator2;ENSG00000116586;Ragulator2
ENSG00000116586_p14;ENSG00000116586;p14
ENSG00000147586_HSPC007;ENSG00000147586;HSPC007
ENSG00000147586_MRP-S28;ENSG00000147586;MRP-S28
ENSG00000147586_MRP-S35;ENSG00000147586;MRP-S35
ENSG00000147586_MRPS35;ENSG00000147586;MRPS35
ENSG00000183978_CCDC56;ENSG00000183978;CCDC56
ENSG00000183978_COX25;ENSG00000183978;COX25
ENSG00000183978_HSPC009;ENSG00000183978;HSPC009
ENSG00000183978_MITRAC12;ENSG00000183978;MITRAC12
ENSG00000106565_LR8;ENSG00000106565;LR8
ENSG00000106565_MS4B2;ENSG00000106565;MS4B2
ENSG00000110063_ARS;ENSG00000110063;ARS
ENSG00000110063_DCS1;ENSG00000110063;DCS1
ENSG00000110063_HINT-5;ENSG00000110063;HINT-5
ENSG00000110063_HINT5;ENSG00000110063;HINT5
ENSG00000110063_HSL1;ENSG00000110063;HSL1
ENSG00000110063_HSPC015;ENSG00000110063;HSPC015
ENSG00000081087_GIPN;ENSG00000081087;GIPN
ENSG00000081087_GL;ENSG00000081087;GL
ENSG00000081087_HSPC019;ENSG00000081087;HSPC019
ENSG00000081087_OPTB5;ENSG00000081087;OPTB5
ENSG00000113396_ACSVL2;ENSG00000113396;ACSVL2
ENSG00000113396_FACVL2;ENSG00000113396;FACVL2
ENSG00000113396_FATP6;ENSG00000113396;FATP6
ENSG00000113396_VLCS-H1;ENSG00000113396;VLCS-H1
ENSG00000064652_PRO1284;ENSG00000064652;PRO1284
ENSG00000064652_SBBI31;ENSG00000064652;SBBI31
ENSG00000063127_NT5;ENSG00000063127;NT5
ENSG00000063127_NTT5;ENSG00000063127;NTT5
ENSG00000136261_HSPC028;ENSG00000136261;HSPC028
ENSG00000136261_MST017;ENSG00000136261;MST017
ENSG00000136261_MSTP017;ENSG00000136261;MSTP017
ENSG00000182919_PTD012;ENSG00000182919;PTD012
ENSG00000182919_PTOD012;ENSG00000182919;PTOD012
ENSG00000087884_C11orf67;ENSG00000087884;C11orf67
ENSG00000087884_CK067;ENSG00000087884;CK067
ENSG00000087884_PTD015;ENSG00000087884;PTD015
ENSG00000114902_HSPC033;ENSG00000114902;HSPC033
ENSG00000114902_SPC1;ENSG00000114902;SPC1
ENSG00000114902_SPC12;ENSG00000114902;SPC12
ENSG00000114902_YJR010C-A;ENSG00000114902;YJR010C-A
ENSG00000204568_C6orf14;ENSG00000204568;C6orf14
ENSG00000204568_HSPC183;ENSG00000204568;HSPC183
ENSG00000204568_HumanS18a;ENSG00000204568;HumanS18a
ENSG00000204568_MRP-S18-2;ENSG00000204568;MRP-S18-2
ENSG00000204568_MRPS18-2;ENSG00000204568;MRPS18-2
ENSG00000204568_PTD017;ENSG00000204568;PTD017
ENSG00000204568_S18amt;ENSG00000204568;S18amt
ENSG00000104979_HSPC023;ENSG00000104979;HSPC023
ENSG00000104979_LYDG10;ENSG00000104979;LYDG10
ENSG00000177646_NPD002;ENSG00000177646;NPD002
ENSG00000198015_HSPC204;ENSG00000198015;HSPC204
ENSG00000198015_L31MT;ENSG00000198015;L31MT
ENSG00000198015_L42MT;ENSG00000198015;L42MT
ENSG00000198015_MRP-L31;ENSG00000198015;MRP-L31
ENSG00000198015_MRP-L42;ENSG00000198015;MRP-L42
ENSG00000198015_MRP-S32;ENSG00000198015;MRP-S32
ENSG00000198015_MRPL31;ENSG00000198015;MRPL31
ENSG00000198015_MRPS32;ENSG00000198015;MRPS32
ENSG00000198015_PTD007;ENSG00000198015;PTD007
ENSG00000198015_RPML31;ENSG00000198015;RPML31
ENSG00000198015_S32MT;ENSG00000198015;S32MT
ENSG00000096092_C6orf73;ENSG00000096092;C6orf73
ENSG00000096092_PTD011;ENSG00000096092;PTD011
ENSG00000122970_CDV-1;ENSG00000122970;CDV-1
ENSG00000122970_CDV-1R;ENSG00000122970;CDV-1R
ENSG00000122970_CDV1;ENSG00000122970;CDV1
ENSG00000122970_CDV1R;ENSG00000122970;CDV1R
ENSG00000122970_DV1;ENSG00000122970;DV1
ENSG00000162769_AXPC1;ENSG00000162769;AXPC1
ENSG00000162769_FLVCR;ENSG00000162769;FLVCR
ENSG00000162769_MFSD7B;ENSG00000162769;MFSD7B
ENSG00000162769_PCA;ENSG00000162769;PCA
ENSG00000162769_PCARP;ENSG00000162769;PCARP
ENSG00000087128_DESC1;ENSG00000087128;DESC1
ENSG00000087128_TMPRSS11E2;ENSG00000087128;TMPRSS11E2
ENSG00000102760_C13orf15;ENSG00000102760;C13orf15
ENSG00000102760_RGC-32;ENSG00000102760;RGC-32
ENSG00000102760_RGC32;ENSG00000102760;RGC32
ENSG00000102760_bA157L14.2;ENSG00000102760;bA157L14.2
ENSG00000232119_MCT-1;ENSG00000232119;MCT-1
ENSG00000232119_MCT1;ENSG00000232119;MCT1
ENSG00000187601_APR-1;ENSG00000187601;APR-1
ENSG00000187601_APR1;ENSG00000187601;APR1
ENSG00000187601_MAGEH;ENSG00000187601;MAGEH
ENSG00000141101_ART-4;ENSG00000141101;ART-4
ENSG00000141101_MST158;ENSG00000141101;MST158
ENSG00000141101_MSTP158;ENSG00000141101;MSTP158
ENSG00000141101_NOB1P;ENSG00000141101;NOB1P
ENSG00000141101_PSMD8BP1;ENSG00000141101;PSMD8BP1
ENSG00000136279_ABP1;ENSG00000136279;ABP1
ENSG00000136279_HIP-55;ENSG00000136279;HIP-55
ENSG00000136279_HIP55;ENSG00000136279;HIP55
ENSG00000136279_SH3P7;ENSG00000136279;SH3P7
ENSG00000148335_AD-003;ENSG00000148335;AD-003
ENSG00000148335_C9orf32;ENSG00000148335;C9orf32
ENSG00000148335_HOMT1A;ENSG00000148335;HOMT1A
ENSG00000148335_METTL11A;ENSG00000148335;METTL11A
ENSG00000148335_NRMT;ENSG00000148335;NRMT
ENSG00000148335_NRMT1;ENSG00000148335;NRMT1
ENSG00000148335_NTM1A;ENSG00000148335;NTM1A
ENSG00000034533_HT001;ENSG00000034533;HT001
ENSG00000170619_HCARG;ENSG00000170619;HCARG
ENSG00000170619_HT002;ENSG00000170619;HT002
ENSG00000133315_LRP16;ENSG00000133315;LRP16
ENSG00000064393_PRO0593;ENSG00000064393;PRO0593
ENSG00000172172_L13;ENSG00000172172;L13
ENSG00000172172_L13A;ENSG00000172172;L13A
ENSG00000172172_L13mt;ENSG00000172172;L13mt
ENSG00000172172_RPL13;ENSG00000172172;RPL13
ENSG00000172172_RPML13;ENSG00000172172;RPML13
ENSG00000163884_KKLF;ENSG00000163884;KKLF
ENSG00000134802_EEG1;ENSG00000134802;EEG1
ENSG00000134802_FOAP-13;ENSG00000134802;FOAP-13
ENSG00000134802_PRO1659;ENSG00000134802;PRO1659
ENSG00000134802_SEEEG-1;ENSG00000134802;SEEEG-1
ENSG00000259073_PRO1768;ENSG00000259073;PRO1768
ENSG00000156802_ANCCA;ENSG00000156802;ANCCA
ENSG00000156802_CT137;ENSG00000156802;CT137
ENSG00000156802_PRO2000;ENSG00000156802;PRO2000
ENSG00000280837_CPS1-IT;ENSG00000280837;CPS1-IT
ENSG00000280837_CPS1IT;ENSG00000280837;CPS1IT
ENSG00000280837_CPS1IT1;ENSG00000280837;CPS1IT1
ENSG00000280837_PRO0132;ENSG00000280837;PRO0132
ENSG00000182831_PRO0149;ENSG00000182831;PRO0149
ENSG00000268350_PRO0659;ENSG00000268350;PRO0659
ENSG00000268350_TMEM29;ENSG00000268350;TMEM29
ENSG00000089063_C20orf30;ENSG00000089063;C20orf30
ENSG00000089063_HSPC274;ENSG00000089063;HSPC274
ENSG00000089063_dJ1116H23.2.1;ENSG00000089063;dJ1116H23.2.1
ENSG00000105875_HSPC049;ENSG00000105875;HSPC049
ENSG00000105875_SORF-1;ENSG00000105875;SORF-1
ENSG00000105875_SORF1;ENSG00000105875;SORF1
ENSG00000168228_HSPC052;ENSG00000168228;HSPC052
ENSG00000168228_ZGRF4;ENSG00000168228;ZGRF4
ENSG00000122299_HSPC055;ENSG00000122299;HSPC055
ENSG00000122299_ZC3H7;ENSG00000122299;ZC3H7
ENSG00000122299_ZC3HDC7;ENSG00000122299;ZC3HDC7
ENSG00000196323_BTBD15;ENSG00000196323;BTBD15
ENSG00000196323_HSPC063;ENSG00000196323;HSPC063
ENSG00000196323_ZNF851;ENSG00000196323;ZNF851
ENSG00000103021_HSPC065;ENSG00000103021;HSPC065
ENSG00000171155_C1GALT2;ENSG00000171155;C1GALT2
ENSG00000171155_C38H2-L1;ENSG00000171155;C38H2-L1
ENSG00000171155_COSMC;ENSG00000171155;COSMC
ENSG00000171155_HSPC067;ENSG00000171155;HSPC067
ENSG00000171155_MST143;ENSG00000171155;MST143
ENSG00000171155_TNPS;ENSG00000171155;TNPS
ENSG00000181555_HBP231;ENSG00000181555;HBP231
ENSG00000181555_HIF-1;ENSG00000181555;HIF-1
ENSG00000181555_HIP-1;ENSG00000181555;HIP-1
ENSG00000181555_HSPC069;ENSG00000181555;HSPC069
ENSG00000181555_HYPB;ENSG00000181555;HYPB
ENSG00000181555_KMT3A;ENSG00000181555;KMT3A
ENSG00000181555_LLS;ENSG00000181555;LLS
ENSG00000181555_SET2;ENSG00000181555;SET2
ENSG00000181555_p231HBP;ENSG00000181555;p231HBP
ENSG00000112110_HSPC071;ENSG00000112110;HSPC071
ENSG00000112110_L18mt;ENSG00000112110;L18mt
ENSG00000112110_MRP-L18;ENSG00000112110;MRP-L18
ENSG00000123545_C6orf66;ENSG00000123545;C6orf66
ENSG00000123545_HRPAP20;ENSG00000123545;HRPAP20
ENSG00000123545_HSPC125;ENSG00000123545;HSPC125
ENSG00000123545_My013;ENSG00000123545;My013
ENSG00000123545_bA22L21.1;ENSG00000123545;bA22L21.1
ENSG00000136146_ARC36;ENSG00000136146;ARC36
ENSG00000136146_DRIP36;ENSG00000136146;DRIP36
ENSG00000136146_HSPC126;ENSG00000136146;HSPC126
ENSG00000136146_TRAP36;ENSG00000136146;TRAP36
ENSG00000136146_VDRIP;ENSG00000136146;VDRIP
ENSG00000133773_BR22;ENSG00000133773;BR22
ENSG00000133773_HSPC128;ENSG00000133773;HSPC128
ENSG00000133773_TAP26;ENSG00000133773;TAP26
ENSG00000138382_HSPC133;ENSG00000138382;HSPC133
ENSG00000254505_C14orf123;ENSG00000254505;C14orf123
ENSG00000254505_CHMP4;ENSG00000254505;CHMP4
ENSG00000254505_CHMP4B;ENSG00000254505;CHMP4B
ENSG00000254505_HSPC134;ENSG00000254505;HSPC134
ENSG00000254505_SHAX2;ENSG00000254505;SHAX2
ENSG00000254505_SNF7;ENSG00000254505;SNF7
ENSG00000254505_SNF7-1;ENSG00000254505;SNF7-1
ENSG00000254505_VPS32-1;ENSG00000254505;VPS32-1
ENSG00000254505_VPS32A;ENSG00000254505;VPS32A
ENSG00000163607_HSPC135;ENSG00000163607;HSPC135
ENSG00000054148_CGI-202;ENSG00000054148;CGI-202
ENSG00000054148_HEL-S-132P;ENSG00000054148;HEL-S-132P
ENSG00000054148_HSPC141;ENSG00000054148;HSPC141
ENSG00000054148_PHP;ENSG00000054148;PHP
ENSG00000054148_PHP14;ENSG00000054148;PHP14
ENSG00000105393_C19orf62;ENSG00000105393;C19orf62
ENSG00000105393_HSPC142;ENSG00000105393;HSPC142
ENSG00000105393_MERIT40;ENSG00000105393;MERIT40
ENSG00000105393_NBA1;ENSG00000105393;NBA1
ENSG00000151500_HSPC144;ENSG00000151500;HSPC144
ENSG00000151500_MDS012;ENSG00000151500;MDS012
ENSG00000151500_MY105;ENSG00000151500;MY105
ENSG00000151500_THY28;ENSG00000151500;THY28
ENSG00000151500_THY28KD;ENSG00000151500;THY28KD
ENSG00000137547_HSPC145;ENSG00000137547;HSPC145
ENSG00000137547_L15mt;ENSG00000137547;L15mt
ENSG00000137547_MRP-L15;ENSG00000137547;MRP-L15
ENSG00000137547_MRP-L7;ENSG00000137547;MRP-L7
ENSG00000137547_RPML7;ENSG00000137547;RPML7
ENSG00000077152_FANCT;ENSG00000077152;FANCT
ENSG00000077152_HSPC150;ENSG00000077152;HSPC150
ENSG00000077152_PIG50;ENSG00000077152;PIG50
ENSG00000075336_C18orf55;ENSG00000075336;C18orf55
ENSG00000075336_HSPC154;ENSG00000075336;HSPC154
ENSG00000075336_TIM21;ENSG00000075336;TIM21
ENSG00000168952_HSPC156;ENSG00000168952;HSPC156
ENSG00000168952_amisyn;ENSG00000168952;amisyn
ENSG00000218510_HSPC157;ENSG00000218510;HSPC157
ENSG00000218510_NCRNA00339;ENSG00000218510;NCRNA00339
ENSG00000082515_HSPC158;ENSG00000082515;HSPC158
ENSG00000082515_L22mt;ENSG00000082515;L22mt
ENSG00000082515_MRP-L22;ENSG00000082515;MRP-L22
ENSG00000082515_MRP-L25;ENSG00000082515;MRP-L25
ENSG00000082515_RPML25;ENSG00000082515;RPML25
ENSG00000119862_GRP;ENSG00000119862;GRP
ENSG00000119862_HSPC159;ENSG00000119862;HSPC159
ENSG00000123353_HSPC160;ENSG00000123353;HSPC160
ENSG00000123353_MST095;ENSG00000123353;MST095
ENSG00000123353_MSTP095;ENSG00000123353;MSTP095
ENSG00000123353_adoplin-2;ENSG00000123353;adoplin-2
ENSG00000143771_CNIH-4;ENSG00000143771;CNIH-4
ENSG00000143771_CNIH2;ENSG00000143771;CNIH2
ENSG00000143771_HSPC163;ENSG00000143771;HSPC163
ENSG00000108961_HSPC165;ENSG00000108961;HSPC165
ENSG00000108961_HSPC236;ENSG00000108961;HSPC236
ENSG00000108961_MOG1;ENSG00000108961;MOG1
ENSG00000108961_RANGNRF;ENSG00000108961;RANGNRF
ENSG00000110442_C11orf55;ENSG00000110442;C11orf55
ENSG00000110442_HSPC166;ENSG00000110442;HSPC166
ENSG00000110442_LINC00610;ENSG00000110442;LINC00610
ENSG00000168701_HSPC171;ENSG00000168701;HSPC171
ENSG00000160075_HSPC182;ENSG00000160075;HSPC182
ENSG00000160075_PNAS-120;ENSG00000160075;PNAS-120
ENSG00000113360_ETOHI2;ENSG00000113360;ETOHI2
ENSG00000113360_HSA242976;ENSG00000113360;HSA242976
ENSG00000113360_RANSE3L;ENSG00000113360;RANSE3L
ENSG00000113360_RN3;ENSG00000113360;RN3
ENSG00000113360_RNASE3L;ENSG00000113360;RNASE3L
ENSG00000113360_RNASEN;ENSG00000113360;RNASEN
ENSG00000120675_DNAJD1;ENSG00000120675;DNAJD1
ENSG00000120675_HSD18;ENSG00000120675;HSD18
ENSG00000120675_MCJ;ENSG00000120675;MCJ
ENSG00000156239_C21orf127;ENSG00000156239;C21orf127
ENSG00000156239_HEMK2;ENSG00000156239;HEMK2
ENSG00000156239_MTQ2;ENSG00000156239;MTQ2
ENSG00000156239_N6AMT;ENSG00000156239;N6AMT
ENSG00000156239_PRED28;ENSG00000156239;PRED28
ENSG00000156239_m.HsaHemK2P;ENSG00000156239;m.HsaHemK2P
ENSG00000070761_C16orf80;ENSG00000070761;C16orf80
ENSG00000070761_EVORF;ENSG00000070761;EVORF
ENSG00000070761_GTL3;ENSG00000070761;GTL3
ENSG00000070761_fSAP23;ENSG00000070761;fSAP23
ENSG00000104112_SGIII;ENSG00000104112;SGIII
ENSG00000132661_MTR2;ENSG00000132661;MTR2
ENSG00000132661_P15;ENSG00000132661;P15
ENSG00000103490_ASC;ENSG00000103490;ASC
ENSG00000103490_CARD5;ENSG00000103490;CARD5
ENSG00000103490_TMS;ENSG00000103490;TMS
ENSG00000103490_TMS-1;ENSG00000103490;TMS-1
ENSG00000103490_TMS1;ENSG00000103490;TMS1
ENSG00000135723_FHOS;ENSG00000135723;FHOS
ENSG00000183735_FTDALS4;ENSG00000183735;FTDALS4
ENSG00000183735_NAK;ENSG00000183735;NAK
ENSG00000183735_T2K;ENSG00000183735;T2K
ENSG00000204542_STG;ENSG00000204542;STG
ENSG00000144834_NP22;ENSG00000144834;NP22
ENSG00000144834_NP24;ENSG00000144834;NP24
ENSG00000144834_NP25;ENSG00000144834;NP25
ENSG00000161526_HCNGP;ENSG00000161526;HCNGP
ENSG00000161526_HTRG;ENSG00000161526;HTRG
ENSG00000161526_HTRP;ENSG00000161526;HTRP
ENSG00000007944_IDOL;ENSG00000007944;IDOL
ENSG00000007944_MIR;ENSG00000007944;MIR
ENSG00000166164_BP75;ENSG00000166164;BP75
ENSG00000166164_CELTIX1;ENSG00000166164;CELTIX1
ENSG00000166164_NAG4;ENSG00000166164;NAG4
ENSG00000109832_GRTH;ENSG00000109832;GRTH
ENSG00000183230_ARVD13;ENSG00000183230;ARVD13
ENSG00000183230_VR22;ENSG00000183230;VR22
ENSG00000069493_CLAX;ENSG00000069493;CLAX
ENSG00000069493_LLT1;ENSG00000069493;LLT1
ENSG00000069493_OCIL;ENSG00000069493;OCIL
ENSG00000283706_CT20;ENSG00000283706;CT20
ENSG00000283706_TSP50;ENSG00000283706;TSP50
ENSG00000167522_ANCO-1;ENSG00000167522;ANCO-1
ENSG00000167522_ANCO1;ENSG00000167522;ANCO1
ENSG00000167522_LZ16;ENSG00000167522;LZ16
ENSG00000167522_T13;ENSG00000167522;T13
ENSG00000105198_GAL13;ENSG00000105198;GAL13
ENSG00000105198_PLAC8;ENSG00000105198;PLAC8
ENSG00000105198_PP13;ENSG00000105198;PP13
ENSG00000120217_B7-H;ENSG00000120217;B7-H
ENSG00000120217_B7H1;ENSG00000120217;B7H1
ENSG00000120217_PD-L1;ENSG00000120217;PD-L1
ENSG00000120217_PDCD1L1;ENSG00000120217;PDCD1L1
ENSG00000120217_PDCD1LG1;ENSG00000120217;PDCD1LG1
ENSG00000120217_PDL1;ENSG00000120217;PDL1
ENSG00000161800_CYK4;ENSG00000161800;CYK4
ENSG00000161800_HsCYK-4;ENSG00000161800;HsCYK-4
ENSG00000161800_ID-GAP;ENSG00000161800;ID-GAP
ENSG00000161800_MgcRacGAP;ENSG00000161800;MgcRacGAP
ENSG00000276043_ICBP90;ENSG00000276043;ICBP90
ENSG00000276043_Np95;ENSG00000276043;Np95
ENSG00000276043_RNF106;ENSG00000276043;RNF106
ENSG00000276043_TDRD22;ENSG00000276043;TDRD22
ENSG00000276043_hNP95;ENSG00000276043;hNP95
ENSG00000276043_hUHRF1;ENSG00000276043;hUHRF1
ENSG00000276043_huNp95;ENSG00000276043;huNp95
ENSG00000095585_AGM4;ENSG00000095585;AGM4
ENSG00000095585_BASH;ENSG00000095585;BASH
ENSG00000095585_BLNK-S;ENSG00000095585;BLNK-S
ENSG00000095585_LY57;ENSG00000095585;LY57
ENSG00000095585_SLP-65;ENSG00000095585;SLP-65
ENSG00000095585_SLP65;ENSG00000095585;SLP65
ENSG00000095585_bca;ENSG00000095585;bca
ENSG00000155313_USP21;ENSG00000155313;USP21
ENSG00000165912_SDPIII;ENSG00000165912;SDPIII
ENSG00000163157_SK-TMOD;ENSG00000163157;SK-TMOD
ENSG00000138594_UTMOD;ENSG00000138594;UTMOD
ENSG00000128872_N-TMOD;ENSG00000128872;N-TMOD
ENSG00000128872_NTMOD;ENSG00000128872;NTMOD
ENSG00000128262_DKFZP434P211;ENSG00000128262;DKFZP434P211
ENSG00000128262_UNQ2565;ENSG00000128262;UNQ2565
ENSG00000100065_BIMP1;ENSG00000100065;BIMP1
ENSG00000100065_CARMA3;ENSG00000100065;CARMA3
ENSG00000146109_Esf2;ENSG00000146109;Esf2
ENSG00000146109_hABT1;ENSG00000146109;hABT1
ENSG00000188677_CGI-56;ENSG00000188677;CGI-56
ENSG00000025770_CAPH2;ENSG00000025770;CAPH2
ENSG00000167600_CYPIIS1;ENSG00000167600;CYPIIS1
ENSG00000138430_DOC45;ENSG00000138430;DOC45
ENSG00000138430_GBP45;ENSG00000138430;GBP45
ENSG00000138430_GTBP9;ENSG00000138430;GTBP9
ENSG00000138430_GTPBP9;ENSG00000138430;GTPBP9
ENSG00000138430_PTD004;ENSG00000138430;PTD004
ENSG00000184076_HSPC051;ENSG00000184076;HSPC051
ENSG00000184076_HSPC119;ENSG00000184076;HSPC119
ENSG00000184076_HSPC151;ENSG00000184076;HSPC151
ENSG00000184076_QCR9;ENSG00000184076;QCR9
ENSG00000184076_UCCR7.2;ENSG00000184076;UCCR7.2
ENSG00000184076_UCRC;ENSG00000184076;UCRC
ENSG00000100027_FKSG3;ENSG00000100027;FKSG3
ENSG00000159714_C16orf1;ENSG00000159714;C16orf1
ENSG00000159714_HSU90653;ENSG00000159714;HSU90653
ENSG00000159714_ZNF377;ENSG00000159714;ZNF377
ENSG00000099904_DHHC8;ENSG00000099904;DHHC8
ENSG00000099904_ZDHHCL1;ENSG00000099904;ZDHHCL1
ENSG00000099904_ZNF378;ENSG00000099904;ZNF378
ENSG00000128218_8HS20;ENSG00000128218;8HS20
ENSG00000128218_N27C7-2;ENSG00000128218;N27C7-2
ENSG00000214022_AP4;ENSG00000214022;AP4
ENSG00000214022_RIP60;ENSG00000214022;RIP60
ENSG00000214022_ZNF464;ENSG00000214022;ZNF464
ENSG00000214022_Zfp464;ENSG00000214022;Zfp464
ENSG00000134317_LBP32;ENSG00000134317;LBP32
ENSG00000134317_MGR;ENSG00000134317;MGR
ENSG00000134317_NH32;ENSG00000134317;NH32
ENSG00000134317_TFCP2L2;ENSG00000134317;TFCP2L2
ENSG00000115112_CRTR1;ENSG00000115112;CRTR1
ENSG00000115112_LBP-9;ENSG00000115112;LBP-9
ENSG00000115112_LBP9;ENSG00000115112;LBP9
ENSG00000079387_SuPr-2;ENSG00000079387;SuPr-2
ENSG00000105619_FB1;ENSG00000105619;FB1
ENSG00000105619_INO80F;ENSG00000105619;INO80F
ENSG00000105619_amida;ENSG00000105619;amida
ENSG00000070985_LTRPC5;ENSG00000070985;LTRPC5
ENSG00000070985_MTR1;ENSG00000070985;MTR1
ENSG00000163600_AILIM;ENSG00000163600;AILIM
ENSG00000163600_CD278;ENSG00000163600;CD278
ENSG00000163600_CVID1;ENSG00000163600;CVID1
ENSG00000118900_VT;ENSG00000118900;VT
ENSG00000118900_VT4;ENSG00000118900;VT4
ENSG00000120697_bA421P11.2;ENSG00000120697;bA421P11.2
ENSG00000015520_NPC11L1;ENSG00000015520;NPC11L1
ENSG00000015520_SLC65A2;ENSG00000015520;SLC65A2
ENSG00000176248_APC2;ENSG00000176248;APC2
ENSG00000198791_CAF-1;ENSG00000198791;CAF-1
ENSG00000198791_CAF1;ENSG00000198791;CAF1
ENSG00000198791_Caf1a;ENSG00000198791;Caf1a
ENSG00000198791_hCAF-1;ENSG00000198791;hCAF-1
ENSG00000106266_Mvp1;ENSG00000106266;Mvp1
ENSG00000086300_OPTB8;ENSG00000086300;OPTB8
ENSG00000090372_PPP2R6C;ENSG00000090372;PPP2R6C
ENSG00000090372_ZIN;ENSG00000090372;ZIN
ENSG00000090372_zinedin;ENSG00000090372;zinedin
ENSG00000134697_HUMAUANTIG;ENSG00000134697;HUMAUANTIG
ENSG00000134697_NGP1;ENSG00000134697;NGP1
ENSG00000134697_Ngp-1;ENSG00000134697;Ngp-1
ENSG00000134697_Nog2;ENSG00000134697;Nog2
ENSG00000134697_Nug2;ENSG00000134697;Nug2
ENSG00000259956_HUMAGCGB;ENSG00000259956;HUMAGCGB
ENSG00000259956_OTT3;ENSG00000259956;OTT3
ENSG00000131470_GT198;ENSG00000131470;GT198
ENSG00000131470_HOP2;ENSG00000131470;HOP2
ENSG00000131470_HUMGT198A;ENSG00000131470;HUMGT198A
ENSG00000131470_ODG3;ENSG00000131470;ODG3
ENSG00000131470_TBPIP;ENSG00000131470;TBPIP
ENSG00000071894_CPSF160;ENSG00000071894;CPSF160
ENSG00000071894_HSU37012;ENSG00000071894;HSU37012
ENSG00000071894_P/cl.18;ENSG00000071894;P/cl.18
ENSG00000180209_HUMMLC2B;ENSG00000180209;HUMMLC2B
